id;ubicacion;municipio_id;municipio;provincia;departamento
1301;;SGO900;Alhuampa;Santiago del Estero;Moreno
1276;;SFE038;Cacique Ariacaiquín;Santa Fe;San Javier
1093;;SFE243;Presidente Roca;Santa Fe;Castellanos
738;Tacanas -;TUC088;San Pedro de Colalao;Tucumán;Trancas
1079;;SAL041;Pichanal;Salta;Oran
604;Dependencia Municipal;CBA277;Pampayasta Sud;Córdoba;Tercero Arriba
954;PD Valeria del Mar;BUE097;Pinamar;Buenos Aires;Pinamar
214;Punto Digital;BUE097;Pinamar;Buenos Aires;Pinamar
731;San Carlos (La Consulta);MZA013;San Carlos;Mendoza;San Carlos
931;Punto Digital;MZA013;San Carlos;Mendoza;San Carlos
576;San Carlos (Pza Salud);MZA013;San Carlos;Mendoza;San Carlos
732;San Carlos (Pza San Carlos);MZA013;San Carlos;Mendoza;San Carlos
1011;Pasaje Rural 3 Esquinas;MZA013;San Carlos;Mendoza;San Carlos
674;Pareditas;MZA013;San Carlos;Mendoza;San Carlos
792;San Carlos(Rio Tunuyan);MZA013;San Carlos;Mendoza;San Carlos
660;Comuna;CHU008;Colan Conhué;Chubut;Languiñeo
334;;COR019;Garruchos;Corrientes;Santo Tome
306;;CHA024;General Pinedo;Chaco;Doce de Octubre
1268;Plaza Meson de Fierro;CHA024;General Pinedo;Chaco;Doce de Octubre
1021;Punto Digital;SAL049;San Antonio de los Cobres;Salta;Los Andes
1140;;LAP029;General Pico;La Pampa;Maraco
1077;;SAL054;Seclantás;Salta;Molinos
927;Punto Digital;MIS069;San Vicente;Misiones;Guarani
765;C.I.C;MIS069;San Vicente;Misiones;Guarani
231;Baradero Plaza Colon;BUE010;Baradero;Buenos Aires;Baradero
945;PD Baradero;BUE010;Baradero;Buenos Aires;Baradero
1290;;SFE115;Esteban Rams;Santa Fe;Nueve de Julio
1209;;SFE266;Rufino;Santa Fe;General Lopez
201;Rufino - Municipalidad;SFE266;Rufino;Santa Fe;General Lopez
202;Rufino - Plaza Sarmiento;SFE266;Rufino;Santa Fe;General Lopez
522;;BUE066;La Plata;Buenos Aires;La Plata
520;Republica de los Niños;BUE066;La Plata;Buenos Aires;La Plata
523;;BUE066;La Plata;Buenos Aires;La Plata
521;;BUE066;La Plata;Buenos Aires;La Plata
519;Punto Digital;BUE066;La Plata;Buenos Aires;La Plata
50;Punto Digital;BUE066;La Plata;Buenos Aires;La Plata
49;48 y 7;BUE066;La Plata;Buenos Aires;La Plata
882;;BUE089;Nueve de Julio;Buenos Aires;Nueve de Julio
416;Plaza Esc Comer;BUE089;Nueve de Julio;Buenos Aires;Nueve de Julio
419;Plaza España;BUE089;Nueve de Julio;Buenos Aires;Nueve de Julio
883;;BUE089;Nueve de Julio;Buenos Aires;Nueve de Julio
417;Parque GraSM.;BUE089;Nueve de Julio;Buenos Aires;Nueve de Julio
881;;BUE089;Nueve de Julio;Buenos Aires;Nueve de Julio
357;Plaza Municipio;BUE089;Nueve de Julio;Buenos Aires;Nueve de Julio
418;Plaza;BUE089;Nueve de Julio;Buenos Aires;Nueve de Julio
612;;CBA415;Villa Quillinzo;Córdoba;Calamuchita
1181;;CHA059;Quitilipi;Chaco;Quitilipi
311;;CHA059;Quitilipi;Chaco;Quitilipi
1132;;CHA059;Quitilipi;Chaco;Quitilipi
